Año,Mes,Día,Hora,Lugar,Latitud,Longitud,Vehículo 1 - fase,Vehículo 1 - tipo,Vehículo 1 - experimental,Vehículo 1 - marca,Vehículo 1 - modelo,Vehículo 1 - matricula,Vehículo 1 - suceso,Vehículo 1 - investigacion,Vehículo 1 - operacion,Vehículo 1 - daños,Vehículo 1 - categoria,Vehículo 2 - fase,Vehículo 2 - tipo,Vehículo 2 - experimental,Vehículo 2 - marca,Vehículo 2 - modelo,Vehículo 2 - matricula,Vehículo 2 - suceso,Vehículo 2 - investigacion,Vehículo 2 - operacion,Vehículo 2 - daños,Vehículo 2 - categoria
2013,3,3,22:10:00,Zona rural 9 De Julio (Buenos Aires),-35.4075,-61.0225,Maniobras,Avión,False,GRUMMAN,G-164-A,LV-IFG,Accidente,True,Specialised Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2013,3,2,11:40:00,Zona rural El Porvenir Quebrachal (Salta),-25.516666666666666,-63.92,Maniobras,Avión,False,PIPER,PA-36,LV-ZZB,Accidente,True,Specialised Operations,Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,
2013,2,27,19:10:00,Aeródromo Olavarria (Buenos Aires),-36.888888888888886,-60.22777777777778,Estacionado,Avión,False,CESSNA,U-206,LV-JLG,Accidente,True,Non-Commercial Operations,Destruida,LOC-G (Loss of control -ground),,,,,,,,,,,
2013,2,23,13:30:00,Localidad Marcos Paz (Buenos Aires),-34.75611111111111,-58.76444444444444,Crucero,Avión,False,CESSNA,A-150-L,LV-CUB,Accidente,True,Non-Commercial Operations,De importancia,"SCF-PP (Powerplant failure or malfunction), FUEL (Fuel related)",,,,,,,,,,,
2013,2,15,15:15:00,Localidad General Rodriguez (Buenos Aires),-34.6675,-59.03527777777778,Ascenso,Experimental,True,KITTEN,J-3,LV-X203,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,
2013,2,13,19:58:00,Paraje Campo De Radio Nacional (Buenos Aires),-34.4475,-58.62611111111112,Ascenso,Avión,False,PIPER,PA-38-112,LV-OFH,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2013,2,13,10:05:00,Zona rural Eufrasio Loza (Cordoba),-29.85305555555556,-63.47555555555556,Despegue,Avión,False,PIPER,PA-36-300,LV-MTG,Accidente,True,Specialised Operations,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,
2013,2,12,21:00:00,Aeródromo Cañuelas (Buenos Aires),-35.111666666666665,-58.72638888888889,Ascenso,Planeador,False,SCHLEICHER,ASK-13,LV-ERT,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,
2013,2,11,22:45:00,Aeropuerto Gral. M. M. De Guemes (Sasa) (Salta),-24.850555555555555,-65.48333333333333,Rodaje a plataforma,Avión,False,MC DONNELL DOUGLAS,MD-83,LV-AYD,Incidente,True,Commercial Air Transport,Leves,GCOL (Ground Collision),,,,,,,,,,,
2013,2,10,22:10:00,Aeródromo Lujan (Buenos Aires),-34.550555555555555,-59.07916666666667,Aterrizaje,Avión,False,BEECHCRAFT,B-58,LV-CKS,Accidente,True,Non-Commercial Operations,De importancia,"LOC-G (Loss of control -ground), RE (Runway Excursion)",,,,,,,,,,,
2013,2,10,20:45:00,Aeródromo Pergamino (Buenos Aires),-33.92027777777778,-60.64805555555556,Rodaje salida,Avión,False,CESSNA,C-206,LV-IFM,Accidente,True,Non-Commercial Operations,Leves,GCOL (Ground Collision),,,,,,,,,,,
2013,2,8,22:50:00,Localidad Lomas De Zamora (Buenos Aires),-34.76638888888889,-58.46638888888889,Crucero,Avión,False,CESSNA,C-172,LV-GEU,Accidente,True,Non-Commercial Operations,Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,
2013,2,6,20:45:00,Aeropuerto Morón (Buenos Aires),-34.65416666666667,-58.64388888888889,Aterrizaje,Avión,False,GULFSTREAM,GA-7,LV-AMH,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,
2013,2,1,12:15:00,Paraje Refugio Frias (San Juan),-32.14722222222222,-69.94027777777778,Aproximación,Helicóptero,False,BELL,B-206-B,LQ-RCB,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,
2013,1,19,20:40:00,Aeroclub Punta Alta (Buenos Aires),-38.9675,-62.08694444444445,Ascenso,Planeador,False,ICA-BRASOV,IS-28B2,LV-EII,Accidente,True,Non-Commercial Operations,Destruida,GTOW (Glider towing related events),,,,,,,,,,,
2013,1,17,22:00:00,Aeropuerto Islas Malvinas - Rosario (Saar) (Santa Fe),-32.90361111111111,-60.78444444444444,Ascenso,Avión,False,CESSNA,C-402,LV-JHP,Incidente,True,Non-Commercial Operations,Leves,"ADRM (Aerodrome), SCF-NP (System/component failure or malfunction (No Powerplant), BIRD (Birdstrike)",,,,,,,,,,,
2013,1,12,20:45:00,Aeródromo 9 De Julio (Buenos Aires),-35.39944444444444,-60.93333333333333,Aproximación,Avión,False,PIPER,PA-11,LV-YPV,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,
2013,1,12,19:00:00,Aeródromo San Nicolás De Los Arroyos (Buenos Aires),-33.39083333333333,-60.19555555555555,Despegue,Avión,False,CESSNA,C-337-G,LV-WHH,Accidente,True,Non-Commercial Operations,De importancia,RE (Runway Excursion),,,,,,,,,,,
2013,1,9,22:15:00,Zona rural Monte Caseros (Corrientes),-30.27027777777778,-57.63944444444444,Aterrizaje,Avión,False,PIPER,PA-12,LV-RRE,Incidente,True,Non-Commercial Operations,Ninguno,WILD (Collision Wildlife),,,,,,,,,,,
2013,1,4,12:15:00,Estancia San Jose (Corrientes),-28.481388888888887,-57.973055555555554,Aterrizaje,Avión,False,PZL,M-18-B,LV-CUP,Accidente,True,Non-Commercial Operations,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,
2013,1,3,14:30:00,Aeródromo Santa Teresita (Buenos Aires),-36.51916666666666,-56.71805555555556,Ascenso,Avión,False,PIPER,PA-22-108,LV-IGY,Accidente,True,Non-Commercial Operations,De importancia,"SCF-PP (Powerplant failure or malfunction), RE (Runway Excursion)",,,,,,,,,,,
2013,1,2,13:10:00,Aeropuerto El Plumerillo (Mendoza),-32.83166666666667,-68.79277777777777,Rodaje salida,Avión,False,SAAB,340-A,LV-BMD,Accidente,True,Commercial Air Transport,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,
2012,12,27,14:45:00,Aeroclub General San Martín (Mendoza),-33.06222222222222,-68.50944444444444,Aproximación,Planeador,False,SCHEIBE,Bergfalke3,LV-DGD,Accidente,True,Non-Commercial Operations,De importancia,CTOL (Collision with obstacle during take-off and landing),,,,,,,,,,,
2012,12,21,23:24:00,Aeródromo Bahia Blanca (Buenos Aires),-38.727222222222224,-62.15333333333333,Aterrizaje,Avión,False,EMBRAER,E-190,LV-CHS,Accidente,True,Commercial Air Transport,Leves,"ADRM (Aerodrome), SCF-NP (System/component failure or malfunction (No Powerplant), BIRD (Birdstrike)",,,,,,,,,,,
2012,12,11,13:00:00,Zona rural Trelew (Chubut),-43.23333333333333,-65.31666666666666,Ascenso,Avión,False,PIPER,PA-38-112,LV-AMM,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,12,8,22:15:00,Zona rural Tristan Suarez (Buenos Aires),-34.86638888888889,-58.58305555555556,Crucero,Avión,False,PIPER,PA-11,LV-YIY,Accidente,True,Specialised Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,12,6,13:15:00,Aeródromo General Belgrano (Salta),-24.83333333333333,-65.43361111111112,Crucero,Avión,False,CESSNA,C-150-A,LV-LFF,Incidente,True,Non-Commercial Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,12,3,12:43:00,Zona rural Finca Vina Del Lago (San Juan),-31.548333333333336,-68.75444444444445,Maniobras,Avión,False,PZL,M-18-A,LV-BZL,Accidente,True,Specialised Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,11,30,21:45:00,Aeropuerto Puerto Iguazú Carlos E. Krause (Sari) (Misiones),-25.737222222222226,-54.473333333333336,Estacionado,Avión,False,PIPER,PA-11,LV-YNV,Accidente,True,Non-Commercial Operations,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,
2012,11,25,19:00:00,Localidad Alejandra (Santa Fe),-31.30444444444445,-61.774166666666666,Crucero,Planeador,False,SCHEMPP HIRTH,Cirrus-75 VTC,LV-DNS,Accidente,True,Non-Commercial Operations,De importancia,MAC (Airprox/ACAS alert/loss of separation/ midair collision),Crucero,Planeador,False,PZL BIELSKO,SZD-48-1 JANTAR,LV-DOW,Accidente,True,Non-Commercial Operations,Leves,MAC (Airprox/ACAS alert/loss of separation/ midair collision)
2012,11,24,18:35:00,Localidad Marcos Juarez (Cordoba),-32.69555555555555,-62.16666666666666,Crucero,Planeador,False,BURGAHART GROB,G-103-A,LV-EJE,Accidente,True,Non-Commercial Operations,De importancia,"SCF-NP (System/component failure or malfunction (No Powerplant), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2012,11,24,13:00:00,Aeropuerto Corrientes (Corrientes),-27.449166666666667,-58.75861111111111,Aproximación,Avión,False,CESSNA,C-150,LV-CIV,Incidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,11,23,13:50:00,Zona rural Estancia Unco - Fitz Roy (Santa Cruz),-46.98333333333333,-66.86666666666666,Crucero,Anfibio,False,Lake,LA-4-200,LV-OAW,Incidente,True,Non-Commercial Operations,Ninguno,"SCF-NP (System/component failure or malfunction (No Powerplant), FUEL (Fuel related)",,,,,,,,,,,
2012,11,21,21:00:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.8,-66.16805555555555,Crucero,Avión,False,BOEING,B-737-200,CC-CTH,Accidente,True,Commercial Air Transport,De importancia,"WSTRW (Windshear or thunderstorm), TURB (Turbulence Encounter)",,,,,,,,,,,
2012,11,21,12:30:00,Localidad Colonia Los Ranqueles (Cordoba),-34.81666666666667,-64.08333333333333,Maniobras,Avión,False,PIPER,PA-12,LV-FBW,Accidente,True,Specialised Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,11,17,19:05:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Aterrizaje,Avión,False,AIRBUS,A-320,HC-CLA,Intervención,False,Commercial Air Transport,Ninguno,BIRD (Birdstrike),,,,,,,,,,,
2012,11,16,21:50:00,Aeródromo Longchamps (Buenos Aires),-34.85805555555556,-58.33694444444445,Despegue,Avión,False,PIPER,PA-A-38-112,LV-OLE,Accidente,True,Non-Commercial Operations,De importancia,CTOL (Collision with obstacle during take-off and landing),,,,,,,,,,,
2012,11,15,12:45:00,Aeródromo Coronel Pringles (Buenos Aires),-38.01638888888889,-61.33416666666667,Rodaje a plataforma,Avión,False,CESSNA,T-210-K,LV-CTS,Accidente,True,Non-Commercial Operations,De importancia,"ADRM (Aerodrome), LOC-G (Loss of control -ground)",,,,,,,,,,,
2012,11,10,19:30:00,Aeródromo Tres Arroyos (Buenos Aires),-38.39972222222222,-60.83416666666667,Aterrizaje,Avión,False,AERO BOERO,AB-180-RVR,LV-ATV,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), RE (Runway Excursion)",,,,,,,,,,,
2012,11,6,16:20:00,Aeródromo Dolores (Buenos Aires),-36.31638888888889,-57.71638888888889,Despegue,Avión,False,CESSNA,C-150-H,LV-CUG,Accidente,True,Non-Commercial Operations,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,
2012,11,3,20:00:00,Aeródromo General Belgrano (Salta),-24.745555555555555,-65.42722222222223,Estacionado,Avión,False,PZL,SZD-50-3,LV-DRL,Incidente,True,Non-Commercial Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2012,11,1,22:10:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Aterrizaje,Avión,False,CESSNA,C-210,LV-OBW,Intervención,False,Non-Commercial Operations,Ninguno,OTHR (Other),,,,,,,,,,,
2012,10,30,14:30:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.79666666666667,-58.528055555555554,Rodaje a plataforma,Avión,False,FAIRCHILD,F-SA-227-AC-METRO III,CX-LSS,Incidente,True,Commercial Air Transport,Leves,"ADRM (Aerodrome), AMAN (Abrupt Maneuvre), LOC-G (Loss of control -ground), RAMP (Ground Handling)",,,,,,,,,,,
2012,10,27,22:30:00,Aeropuerto Río Cuarto - (Saoc) (Cordoba),-33.155,-64.33583333333333,Aproximación,Avión,False,AERO BOERO,AB-180,LV-AOV,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,10,27,21:40:00,Aeródromo Ezpeleta (Buenos Aires),-34.74527777777778,-58.205000000000005,Aterrizaje,Avión,False,NAVION,NAV-4,LV-NXL,Accidente,True,Non-Commercial Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,
2012,10,27,16:50:00,Aeropuerto Posadas Gral José De San Martín (Sarp) (Misiones),-27.38583333333333,-55.97055555555556,Aterrizaje,Avión,False,FAIRCHILD,F-SA-227-AC-METRO III,LV-WTE,Incidente,True,Commercial Air Transport,Ninguno,RE (Runway Excursion),,,,,,,,,,,
2012,10,25,09:30:00,Localidad Alejandra (Santa Fe),-29.9,-59.833333333333336,Crucero,Avión,False,PIPER,PA-36-300,LV-OBU,Incidente,True,Non-Commercial Operations,Ninguno,"SCF-PP (Powerplant failure or malfunction), FUEL (Fuel related)",,,,,,,,,,,
2012,10,12,16:10:00,Localidad Berazategui (Buenos Aires),-34.74611111111111,-58.20388888888889,Maniobras,Avión,False,PIPER,PA-11,LV-YQF,Accidente,True,Non-Commercial Operations,De importancia,"CTOL (Collision with obstacle during take-off and landing), LALT (Low altitude operations), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2012,9,13,21:55:00,Aeropuerto Viedma (Rio Negro),-40.87027777777778,-62.99666666666667,Rodaje salida,Avión,True,RAND ROBINSON,KR-2-S,LV-X408,Accidente,True,Non-Commercial Operations,De importancia,"LOC-G (Loss of control -ground), RE (Runway Excursion)",,,,,,,,,,,
2012,8,30,17:40:00,Aeródromo Juarez Celman (Cordoba),-31.21361111111111,-64.16027777777778,Aterrizaje,Avión,False,GULFSTREAM,690-B,LV-BNA,Accidente,True,Non-Commercial Operations,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2012,8,25,15:10:00,Aeroclub San Juan (San Juan),-31.603611111111118,-68.54472222222222,Aterrizaje,Avión,False,PIPER,PA-A-28,LV-MJE,Accidente,True,Non-Commercial Operations,Leves,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,
2012,8,8,15:00:00,Aeropuerto Aeroparque Jorge Newbery (Sabe) (Buenos Aires),-34.55888888888889,-58.41638888888889,Despegue,Avión,False,LEARJET,LJ-31,LV-BSO,Incidente,True,Non-Commercial Operations,Ninguno,BIRD (Birdstrike),,,,,,,,,,,
2012,8,4,15:30:00,Zona rural San Rafael (Mendoza),-34.81666666666667,-68.16666666666667,Crucero,Avión,False,PIPER,PA-22,LV-FIL,Incidente,True,Non-Commercial Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,8,3,17:30:00,Zona rural San Pedro (Misiones),-26.630277777777778,-54.11194444444445,Crucero,Avión,False,EMBRAER,E-711-ST,PT-NXN,Accidente,True,Non-Commercial Operations,Leves,"SCF-PP (Powerplant failure or malfunction), SCF-NP (System/component failure or malfunction (No Powerplant), F-NI (Fire/smoke non-impact)",,,,,,,,,,,
2012,7,30,22:40:00,Aeropuerto Coronel Felipe Varlea - Catamarca (Sanc) (Catamarca),-28.58361111111111,-65.74666666666667,Aterrizaje,Avión,False,PZL,M-18-B,LV-BDT,Accidente,True,Nationally Regulated Operations (State Operations),De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2012,7,18,15:40:00,Aeropuerto Morón (Buenos Aires),-34.65361111111111,-58.644444444444446,Aterrizaje,Avión,False,CESSNA,C-310,N-683-AH,Incidente grave,True,Non-Commercial Operations,Leves,"LOC-G (Loss of control -ground), RE (Runway Excursion)",,,,,,,,,,,
2012,7,15,23:30:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Despegue,Avión,False,BOEING,B-777,N-751-AN,Incidente,True,Commercial Air Transport,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,7,9,14:20:00,Zona rural Cañada Rosquín (Santa Fe),-32.10111111111111,-61.55694444444444,Crucero,Avión,False,CESSNA,C-172,LV-HJR,Incidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,7,7,20:00:00,Localidad General Rodriguez (Buenos Aires),-34.680277777777775,-58.95,Aterrizaje,Avión,False,LUSCOMBE,8-A,LV-NRF,Accidente,True,Non-Commercial Operations,De importancia,"ADRM (Aerodrome), ARC (Abnormal runway contact), RE (Runway Excursion)",,,,,,,,,,,
2012,7,6,18:00:00,Zona rural Sierra Grande (Rio Negro),-41.54972222222222,-65.19972222222222,Crucero,Avión,False,PIPER,PA-24-250,LV-GLZ,Accidente,True,Non-Commercial Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2012,7,3,12:30:00,Zona rural Concepcion (Corrientes),-28.599722222222223,-58.13916666666667,Crucero,Avión,True,LANCAIR,IV-P,LV-X243,Accidente,True,Non-Commercial Operations,Destruida,"NAV (Navigation Error), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2012,6,18,18:07:00,Aeropuerto Posadas Gral José De San Martín (Sarp) (Misiones),-27.38583333333333,-55.97055555555556,Despegue,Avión,False,LEARJET,LJ-31,LV-CNQ,Incidente,True,Non-Commercial Operations,Ninguno,BIRD (Birdstrike),,,,,,,,,,,
2012,6,16,16:38:00,Localidad Tortuguitas (Buenos Aires),-34.47888888888889,-58.755,Crucero,Avión,False,CESSNA,C-T210L,LV-CXO,Accidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,6,6,14:30:00,Aeródromo Coronel Olmedo (Cordoba),-31.482777777777777,-64.15083333333334,Aterrizaje,Avión,False,PIPER,PA-11-C,LV-ZCZ,Accidente,True,Non-Commercial Operations,Leves,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,
2012,5,19,21:40:00,Zona rural Veronica (Buenos Aires),-35.407777777777774,-57.38222222222223,Aterrizaje,Avión,False,CESSNA,C-182-C,LV-GTF,Accidente,True,Non-Commercial Operations,Destruida,"F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2012,5,13,21:30:00,Aeródromo Allen (Rio Negro),-38.958333333333336,-67.80277777777778,Aterrizaje,Avión,False,CESSNA,A-182-N,LV-HAM,Accidente,True,Non-Commercial Operations,De importancia,"NAV (Navigation Error), RI (Runway Incursion)",,,,,,,,,,,
2012,4,22,12:27:00,Aeropuerto Formosa (Formosa),-26.212777777777777,-58.22805555555556,Aterrizaje,Avión,False,PIPER,PA-11,LV-YLT,Incidente,True,Non-Commercial Operations,Ninguno,"USOS (Undershoot/overshoot), WSTRW (Windshear or thunderstorm)",,,,,,,,,,,
2012,4,14,16:30:00,Zona rural Guernica (Buenos Aires),-34.999722222222225,-58.62777777777778,Crucero,Avión,False,PIPER,PA-22-108,LV-HSO,Accidente,True,Specialised Operations,Destruida,FUEL (Fuel related),,,,,,,,,,,
2012,4,14,15:05:00,Aeródromo Alvear (Santa Fe),-33.046388888888885,-60.596944444444446,Aterrizaje,Avión,False,PIPER,PA-A-38-112,LV-ONS,Accidente,True,Non-Commercial Operations,Leves,"ARC (Abnormal runway contact), RE (Runway Excursion)",,,,,,,,,,,
2012,4,9,20:10:00,Zona rural Pergamino (Buenos Aires),-33.92027777777778,-60.64805555555556,Crucero,Avión,False,PIPER,PA-25,LV-HCP,Accidente,True,Specialised Operations,Destruida,"F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2012,4,4,13:30:00,Localidad Luis Burela (Salta),-24.349722222222223,-64.03472222222221,Maniobras,Avión,False,AYRES,S2R-G6,LV-WSE,Accidente,True,Specialised Operations,De importancia,LALT (Low altitude operations),,,,,,,,,,,
2012,3,28,23:00:00,Localidad Charata (Chaco),-27.21611111111111,-61.21722222222223,Aterrizaje,Avión,False,BEECHCRAFT,A-36,LV-WCE,Accidente,True,Non-Commercial Operations,De importancia,CTOL (Collision with obstacle during take-off and landing),,,,,,,,,,,
2012,3,27,13:10:00,Zona rural Villa Elisa (Buenos Aires),-34.70527777777778,-58.38388888888889,Crucero,Avión,False,CESSNA,C-152,LV-BPS,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,3,25,15:50:00,Aeródromo General Roca (Rio Negro),-34.0,-67.61972222222222,Aterrizaje,Avión,False,PIPER,PA-28,LV-ALD,Accidente,True,Non-Commercial Operations,De importancia,"LOC-I (Loss of control - inflight), RE (Runway Excursion)",,,,,,,,,,,
2012,3,24,14:45:00,Zona rural Nogoya (Entre Rios),-32.38333333333333,-59.66666666666666,Maniobras,Avión,False,PIPER,PA-25-260,LV-CKF,Accidente,True,Specialised Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,3,21,12:50:00,Aeropuerto Aeroparque Jorge Newbery (Sabe) (Buenos Aires),-34.55888888888889,-58.41638888888889,Aterrizaje,Avión,False,CESSNA,C-650,LQ-WTN,Incidente,True,Non-Commercial Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2012,3,17,20:45:00,Aeropuerto Corrientes (Corrientes),-27.445555555555558,-58.761944444444445,Aterrizaje,Avión,False,EMBRAER,E-190,LV-CEV,Incidente,True,Commercial Air Transport,Ninguno,ARC (Abnormal runway contact),,,,,,,,,,,
2012,3,17,19:00:00,Exterior Rio Parana (Corrientes),-24.78333333333333,-58.81027777777778,Aterrizaje,Experimental,True,ZENAIR,CH-701,LV-X296,Accidente,True,Non-Commercial Operations,Leves,ARC (Abnormal runway contact),,,,,,,,,,,
2012,3,16,12:10:00,Aeropuerto Posadas Gral José De San Martín (Sarp) (Misiones),-27.38583333333333,-55.97055555555556,Despegue,Avión,False,CESSNA,C-180-A,LV-GCH,Accidente,True,Non-Commercial Operations,Leves,CTOL (Collision with obstacle during take-off and landing),,,,,,,,,,,
2012,3,16,11:00:00,Localidad Puerto Iguazu (Misiones),-25.69527777777778,-54.436388888888885,Aterrizaje,Avión,False,Se desconoce,Se desconoce,PP-XBC,Intervención,False,Non-Commercial Operations,Ninguno,WSTRW (Windshear or thunderstorm),,,,,,,,,,,
2012,3,10,14:00:00,Localidad Junín (Buenos Aires),-34.4,-60.0,Aterrizaje,Avión,False,PIPER,PA-12,LV-YGF,Accidente,True,Specialised Operations,De importancia,CTOL (Collision with obstacle during take-off and landing),,,,,,,,,,,
2012,3,9,21:54:00,Aeródromo El Palomar (Sadp) (Buenos Aires),-34.61638888888889,-58.6125,Aproximación,Avión,False,CESSNA,C-152,LV-CGD,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,3,8,22:12:00,Zona rural Huanchilla (Cordoba),-33.72916666666667,-63.68111111111111,Maniobras,Avión,False,AERO BOERO,AB-115-AG,LV-LEO,Accidente,True,Specialised Operations,Destruida,MED (Medical),,,,,,,,,,,
2012,3,8,18:00:00,Zona rural San Justo (Santa Fe),-30.766111111111112,-60.56722222222223,Ascenso,Avión,False,CESSNA,T-188-C,LV-MYD,Accidente,True,Specialised Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,
2012,3,7,14:00:00,Aeropuerto Islas Malvinas - Rosario (Saar) (Santa Fe),-32.90361111111111,-60.78444444444444,Estacionado,Avión,False,MITSUBISHI,MU-2 B-26A,LV-MGC,Incidente,True,Commercial Air Transport,Ninguno,"SCF-PP (Powerplant failure or malfunction), F-NI (Fire/smoke non-impact)",,,,,,,,,,,
2012,3,1,20:00:00,Aeródromo Olavarria (Buenos Aires),-36.89666666666667,-60.22805555555556,Rodaje a plataforma,Avión,False,PIPER,PA-11,LV-XLI,Accidente,True,Non-Commercial Operations,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2012,2,28,21:40:00,Localidad Villa Cañás (Santa Fe),-34.819722222222225,-61.5275,Crucero,Avión,False,RAGONESE TIM,Velocity,N27TR,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2012,2,20,14:00:00,Aeródromo Puan (Buenos Aires),-37.540277777777774,-66.73444444444445,Aproximación,Avión,False,PIPER,PA-11-C,LV-YMG,Accidente,True,Non-Commercial Operations,Destruida,"SCF-NP (System/component failure or malfunction (No Powerplant), F-POST (Fire/smoke Post-Impact)",,,,,,,,,,,
2012,2,13,10:15:00,Aeropuerto Aeroparque Jorge Newbery (Sabe) (Buenos Aires),-34.55888888888889,-58.41638888888889,Rodaje a plataforma,Avión,False,BOEING,B-737-800,PR-GTQ,Incidente,True,Commercial Air Transport,Leves,"ATM (ATM/CNS), GCOL (Ground Collision)",Estacionado,Avión,False,AIRBUS,A-320,LV-BGI,Incidente,True,Commercial Air Transport,Leves,"ATM (ATM/CNS), GCOL (Ground Collision)"
2012,2,12,21:50:00,Localidad Villaguay (Entre Rios),-31.84083333333333,-59.09722222222222,Maniobras,Avión,False,CESSNA,A-188-B,LV-BFL,Accidente,True,Specialised Operations,Leves,"AMAN (Abrupt Maneuvre), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2012,1,29,11:15:00,Localidad Marcos Juarez (Cordoba),-32.485,-62.08888888888889,Maniobras,Avión,False,PIPER,PA-36-400,LV-BFX,Accidente,True,Specialised Operations,De importancia,LALT (Low altitude operations),,,,,,,,,,,
2012,1,28,19:07:00,Localidad Roque Perez (Buenos Aires),-35.4,-59.333333333333336,Crucero,Planeador,False,GLASER DIRKS,DG-100-G,LV-DRM,Accidente,True,Non-Commercial Operations,De importancia,LOLI (Loss of lifting conditions en-route),,,,,,,,,,,
2012,1,25,20:35:00,Aeropuerto Aeroparque Jorge Newbery (Sabe) (Buenos Aires),-34.55888888888889,-58.41638888888889,Aterrizaje,Avión,False,LEARJET,LJ 60,LV-CPC,Incidente,True,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2012,1,22,23:42:00,Aeródromo Santa Rosa (Sazr) (La Pampa),-36.58833333333334,-64.27583333333334,Aterrizaje,Avión,False,CESSNA,C-402,LV-MZI,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,
2012,1,15,14:45:00,Aeropuerto Morón (Buenos Aires),-34.66638888888889,-58.641666666666666,Estacionado,Avión,False,AERO BOERO,AB-115,LV-LEL,Accidente,True,Non-Commercial Operations,De importancia,"GCOL (Ground Collision), LOC-G (Loss of control -ground)",,,,,,,,,,,
